"is_test_data","Z1","Z2"
1,8.61488829362734e-38,9.30777500841246e-29
1,1,1
0,1,1
0,1,1
0,1,1
0,1.0584478860583e-19,2.54361048110738e-52
1,1,1
0,0.00209783130101214,1.13998363628959e-72
1,7.53264849363184e-48,5.09604573918859e-16
1,1,1
0,1.8764945129228e-13,4.09632683739354e-60
1,1.56209878090264e-47,1.76311851632696e-16
1,4.00591130157394e-49,1.89516944270976e-14
0,0.999999999999996,5.07593278978147e-26
1,0.999999999995953,8.08567603236845e-23
1,4.25548827133521e-38,1.63676112607923e-28
0,1,1
0,1,1
1,2.4927627629988e-48,1.95088826244484e-15
1,1,4.35987039754319e-66
1,4.37799025007629e-43,5.54507318117745e-22
1,3.99011350299583e-43,8.03729216960287e-22
1,0.989120334768755,1.93002937808987e-11
1,1,1
1,0.979618371831939,2.31580939551355e-12
0,1,1
0,1,1
1,1,1
0,1,1
1,4.12991225639836e-46,4.83145055771309e-18
1,4.53122453692145e-47,5.37573082662573e-17
1,2.94912839457555e-47,6.22843841214354e-17
0,1,1
1,1,1
1,4.10397102422367e-36,8.67524889157434e-31
1,2.89390800003486e-20,9.3409789742111e-51
1,1.58334987518166e-38,5.05897059720306e-28
0,3.82888098114932e-22,2.43931635634828e-49
1,1.43817519709247e-47,1.94655726290166e-16
1,8.3600698271993e-41,8.68057428549875e-25
0,1,1
1,4.3663638096845e-46,2.78160080852221e-18
0,1,1
1,2.04708669094172e-50,8.57898007263384e-13
1,1,4.31536733547336e-99
0,1.00466997655737e-07,1.02183729387913e-67
1,8.0471154190476e-48,4.0693169052538e-16
1,1,1
0,2.32823717814347e-10,1.49988287889693e-64
0,3.58577613438128e-21,2.70135812794645e-50
1,0.00248204959131828,1.06483160016018e-71
1,2.04711155988373e-45,4.89890737868133e-19
0,8.32395736189567e-24,2.76275372875395e-47
1,1.06533593615745e-33,6.09724866029697e-34
1,1.4035398422736e-48,3.68730519764164e-15
1,4.09545993539426e-15,1.10603962869353e-57
1,0.999999839110321,2.02202630180113e-17
1,1.36823057260302e-46,1.35649173348927e-17
0,1,1
0,1,1
1,1,1
1,1.64932721030207e-36,1.24833451192224e-30
1,1,3.32574592046345e-66
0,1,3.5759571985696e-85
1,1.19704056417773e-33,2.55302203194761e-34
1,1.27027472438744e-42,1.49183746925006e-22
0,1,1
1,2.95223739884385e-34,5.43971742131689e-33
0,1,1
1,8.51073325672007e-47,2.41730492384511e-17
1,6.50217777295881e-48,6.05517208402523e-16
1,1.89319267744432e-46,9.15076231587305e-18
1,3.49893909532408e-48,1.78551427001951e-15
0,1,1
1,2.85082956172942e-46,4.6819963641603e-18
1,0.00979708087632817,1.66069648281682e-72
1,1.10506914266013e-34,8.92655808507943e-33
1,1,0.999999999551665
0,1,1
1,1.56947458379198e-37,6.98117225095243e-29
1,2.4882068539507e-31,8.90129957642019e-37
1,3.11333189938781e-43,5.48381786887024e-22
0,2.01255290561449e-08,1.77598526510798e-67
1,1.31351066300577e-25,8.21743849952105e-44
0,1,1
0,1.89537079835399e-17,3.41783066970073e-55
1,1,1
1,1.6393483606304e-38,4.92776845576792e-28
1,7.21350801629223e-46,1.57879992045861e-18
1,1,1
1,1.76993282531903e-20,2.65350944132043e-50
0,1,1
0,1,1
1,6.59828425953316e-13,8.16333271922905e-60
1,1.1902411631414e-25,4.3911480644857e-44
1,1.26620292860132e-43,2.48047179260411e-21
1,2.18866521283598e-40,1.49869640221574e-25
1,2.60802071293565e-49,2.95665679798421e-14
1,5.49940453719682e-35,1.13491527083008e-32
1,0.96649702411675,1.02199115842718e-12
1,1,1.39469237246112e-66
1,2.24294289728334e-29,1.61206498599997e-39
0,4.639125391014e-10,1.15216906838989e-64
1,3.1170071910932e-46,3.99409567666776e-18
0,1,1
1,1.09558102259071e-29,1.47070746471013e-39
0,1,1
1,5.66470061925033e-42,2.63340330418332e-23
1,7.66815457973504e-45,5.93811968195505e-20
1,6.45108293692184e-06,2.17605490696091e-69
0,1,1
1,1,1
1,1.9302014625012e-42,5.71526602571594e-23
1,3.5857932581779e-29,1.97074611917423e-39
1,1.641251656901e-46,6.89002416222874e-18
0,1,1
1,1,5.85501679043467e-107
1,3.92402793453382e-45,2.0819376866175e-19
1,1,0.999999999999205
1,0.999988543630982,1.12423848210568e-14
1,1,1
1,0.999999996730639,6.51428756001422e-19
1,1,1
1,4.1909085663437e-26,2.76633262103695e-43
1,2.21563440306847e-41,2.49414638262651e-24
1,1,1
1,3.93299448149533e-35,4.21878288132472e-32
0,1.21691735362237e-18,3.46120827234722e-54
1,8.76767090747916e-48,3.32096141342225e-16
1,1.30715809202062e-16,1.44363244041787e-55
1,2.84864499134363e-29,1.57111119128193e-39
0,1,1
1,9.20132983378473e-41,4.15380126861824e-25
1,2.80322797561268e-15,2.79222066575719e-57
1,4.81714814746448e-19,1.08028275254657e-52
0,1,1
1,2.45241213684043e-27,1.16546115977187e-41
0,1.12890611450131e-22,1.27496646214968e-48
1,0.999999999983291,1.61722787740742e-22
1,9.02692894074314e-15,1.87654541440889e-57
1,7.64651095412703e-12,1.33273743709997e-61
1,2.85325820981948e-35,5.07802012447922e-32
1,2.72233898766986e-45,3.02382656422664e-19
0,1.05982829225493e-19,1.14015215688663e-52
1,1,1
1,6.13973732511644e-36,3.7993209156821e-31
1,6.04925086157685e-50,2.12690262236043e-13
0,4.117982093225e-10,1.05033854595347e-64
1,1.9456479636854e-45,5.40820467029652e-19
0,1,1.0233443790299e-66
0,1,1
1,0.000307132296485279,6.89096683325835e-71
1,9.66139550233252e-47,1.78448724996668e-17
1,0.999999991618636,1.04518993344338e-18
1,6.51643699498812e-25,3.40530159134649e-45
1,4.37823587137487e-21,1.2178149201604e-49
0,1,1
1,0.00153078464948275,1.04074375621602e-71
0,1,1
1,9.57019239814759e-49,6.50222151876716e-15
1,5.48379592727473e-48,9.04382152875393e-16
1,5.08793614911331e-47,4.7239391052498e-17
1,2.34376340574829e-50,8.33953086629008e-13
1,1.50865010790692e-33,9.30439701342495e-34
0,1,1
1,0.999999999793377,2.99762377529815e-20
0,1,1
1,1.71410095872406e-17,5.25680658417163e-54
0,2.05768989985588e-28,1.71753864119386e-41
1,3.01993600994794e-45,2.81867104381965e-19
0,0.976225457115628,1.07133155972265e-11
1,1.67761104548192e-32,1.8801371757093e-35
1,3.20892634924698e-50,4.66650436651108e-13
1,7.36112619572456e-44,3.69089240154882e-21
1,4.92825637420276e-45,1.78616497521087e-19
0,1,1
1,2.31756731051144e-31,5.36802977181687e-37
1,1.41348576689621e-38,1.28359849860418e-27
1,0.000136530146622072,2.26317793601133e-70
1,1.12561752096838e-21,6.91426319162345e-49
1,3.89710196219745e-17,3.32904327818294e-55
1,1,1
1,1.974685277718e-43,1.30601061780976e-21
1,0.999858582217276,5.49880748312928e-13
0,1,1
1,9.65439454767299e-32,1.1827111299098e-36
0,0.999989778736424,5.07308674946758e-15
1,1.38258940410675e-44,3.62997239670904e-20
1,1,1
1,7.87601010437634e-22,8.70916558707228e-49
0,2.36942580718353e-06,1.36398708264112e-69
1,1,1.33427284906338e-40
1,1,4.56573269832156e-149
1,1.76416624738941e-40,2.79938495978826e-25
0,1,1
1,1,1
1,1,1
1,6.80689839426065e-32,3.01683104759999e-36
0,1,1
1,1.3676228942938e-45,5.72671284577894e-19
0,1,1
1,1.14850979332062e-43,2.30137988207513e-21
1,7.44412906051372e-35,1.31120527036236e-32
1,1,1
1,2.42893573576268e-47,1.07226718092175e-16
1,1.9188588985926e-30,7.65641076293671e-38
1,0.073652686982771,3.48718451119034e-69
0,1,1
1,0.999643786228222,1.23427816435857e-12
0,1,3.56339719556356e-36
1,2.08093498222778e-49,5.47820342049812e-14
1,2.20317761887042e-07,5.84281488795068e-67
1,7.36332498181265e-39,2.642199310409e-27
1,1.18535233297156e-05,1.90417799748268e-69
1,2.12742392544512e-48,2.43655255085371e-15
1,1,0.999999999999998
1,6.70867827198815e-40,3.32950539912837e-26
1,1,1.75869665257037e-39
1,1,1
1,1.29613259879831e-27,2.09977937303759e-41
1,4.70881900597741e-44,1.24860856043861e-20
1,6.69934289790743e-19,8.78098994495813e-53
0,1,1
1,1.28482076891714e-25,2.82206397166288e-44
1,1.14958217135108e-44,4.42083323204332e-20
1,8.73770809789913e-39,1.6038907984268e-27
1,1.09178890240065e-46,1.51315944658948e-17
0,1,1
0,1,1
1,2.68686832881694e-25,1.83212043148365e-44
1,4.18064873487854e-38,2.4270345630572e-28
1,9.88477251560136e-44,3.14159210981325e-21
1,0.00054395577201101,4.7835353885799e-71
1,1,1
1,0.000600700894323454,8.42689638179373e-71
1,1,2.22910178547535e-38
1,1,1
1,2.36663199494211e-49,4.72081084308578e-14
1,6.62499749325763e-36,3.00958201425526e-31
1,2.72852218916573e-46,5.28138653536374e-18
0,1,3.77725607257819e-28
1,1.50031521577007e-47,2.40900418053131e-16
1,9.19441767633866e-33,4.94818797483316e-35
1,1,2.39415627758624e-29
0,2.3884365417799e-23,1.0444384586127e-47
1,1,1
0,1,1
1,1,0.999999999999996
1,1,0.999999999996827
1,1,1.96279317379523e-78
0,1,1
1,5.95991674024551e-35,2.47747552244707e-32
1,4.14184114355332e-44,7.92879950184708e-21
1,2.12077758669018e-37,2.45985760992402e-29
1,3.61951551948986e-14,8.30711668482858e-59
0,1.08432406701424e-23,4.1812549372537e-47
0,8.52438690816215e-10,2.03658785366531e-64
0,1,1
1,8.42704645275362e-36,3.03733599759259e-31
1,2.07974107381124e-14,3.90528626697296e-58
0,1,1
1,3.76783974343941e-33,1.79038508759151e-34
1,9.91319747354214e-30,6.7911595795696e-39
1,9.54541695473423e-47,2.19409682734184e-17
1,1.00407192574309e-26,1.27410435436653e-42
1,1,2.48620738437297e-50
1,1,0.962868442032954
1,1,1
0,1,1
1,1.38793731532819e-29,4.76059243289224e-39
1,1,1
1,4.44901060865316e-08,2.15874301833701e-66
0,2.71425398336927e-18,2.02066297829756e-54
1,8.10636935356216e-19,1.01249909676065e-52
1,1,1.29243023999078e-32
0,1,1
1,4.26579877991062e-50,2.66609222876163e-13
1,3.46550961397875e-32,8.40037951110312e-36
1,4.75450174680035e-28,5.20105474357104e-41
1,2.49080980620999e-39,3.42724386758676e-27
0,1.09293341828961e-20,2.36685677696121e-51
0,1,1
1,2.92948052592159e-13,1.14725948664635e-59
1,7.56505578948818e-37,4.55278102173523e-30
1,4.62754456481777e-15,4.84982345426684e-57
1,1.76921127383394e-39,1.1787956976943e-26
1,4.8178392215485e-35,2.27653004141156e-32
0,1,1
1,1.07244321075062e-46,1.7567188544144e-17
1,1,1
0,0.996638203409848,4.04111094788617e-12
1,1,1
0,1,1
1,1.27425126584315e-12,1.38484107012465e-60
0,1,1.28858115925052e-137
1,1,1.08419939612188e-31
0,2.91352577129775e-14,4.09086303466521e-59
0,1,1
1,1,0.99999903218212
0,1,1
1,3.37595136147768e-07,3.98737095974184e-67
1,1.71408802137011e-39,1.16563464884673e-26
0,1,1
1,6.53099634197481e-36,1.8573318868284e-31
0,1,1
1,2.56483047244568e-37,1.44823631109304e-29
1,2.26092107925927e-31,1.90468564916357e-36
0,6.14588379036063e-17,1.04244028668242e-55
1,2.68203023436748e-15,9.79460094752555e-57
1,1.97356273647719e-49,5.62579094069691e-14
1,1.30297483238746e-27,1.10825448040566e-41
0,1,1
1,1,4.571699096003e-44
1,8.14769661533206e-38,9.04024658795278e-29
1,3.88977272449826e-32,7.36598946420116e-36
1,3.42716041324654e-50,4.41308194843747e-13
1,2.01560899472668e-35,9.1513648285451e-32
1,3.59447578412946e-42,4.84263425273902e-23
1,1,1
1,2.56226704812484e-39,1.16018716387362e-26
1,5.1861456955946e-26,5.08266656184539e-44
1,1,0.999999999999784
1,2.80986290300284e-48,1.58711471910118e-15
1,1,3.17685989369789e-34
0,1.41376845161247e-22,1.62268337464231e-48
0,1,1
0,1,1
1,2.46171490678181e-37,3.05320923573097e-29
0,1,1
1,0.398651319509009,2.29835964498373e-49
1,2.06464519620867e-40,1.48794854730761e-25
1,1.68545039884264e-47,2.04911978330623e-16
1,3.64855037655369e-35,6.10844061972751e-32
0,1,1
1,1.04088568237103e-45,4.96763354174692e-19
1,1.49388489540227e-36,1.91475600575147e-30
1,1.08465688095001e-46,1.57442651068507e-17
0,1,3.00728957100124e-41
1,1,6.07864152578642e-99
1,0.000173380646828251,3.35670864846016e-71
1,2.93695102365504e-44,1.24276048280436e-20
1,1.71854023743002e-36,2.39549833285186e-30
1,1,1
1,2.58030072808336e-46,5.42286048236946e-18
1,1.63349401068443e-23,5.56310589629836e-47
1,1.26990032244597e-43,1.24399987962499e-21
0,3.33046420288911e-07,1.36649433090139e-68
0,1,1
0,1,1
1,1,2.54229446118493e-55
1,1,2.32662665944089e-37
1,1.18118514010672e-48,5.34313748746712e-15
1,2.50792651266446e-48,1.48611331670953e-15
1,1.43339101923658e-46,1.14381312407298e-17
1,2.63211574362139e-24,5.90310666071544e-46
1,3.99156670406341e-41,1.15548970602645e-24
0,0.984374328612351,2.56515722536212e-12
0,1,1
1,6.46820042258963e-37,1.22608254520317e-29
0,1,1
1,1,3.65014777448304e-37
1,8.0031013121887e-47,2.00691035662188e-17
1,9.97803687031778e-49,6.40459234554982e-15
1,1.23506000755983e-35,2.77375450319476e-31
1,5.27260975057254e-36,4.58376945695315e-31
0,1,1
1,2.12065180054784e-41,2.53187548739878e-24
1,1.41082436459947e-37,4.29912532081343e-29
0,1.90123506371901e-22,4.99765824583064e-49
0,1,1
0,0.000151012382650403,4.46002835653832e-71
1,0.00391979620545433,1.43235607981361e-71
1,1,4.10609960040232e-72
1,1.03163985350536e-20,3.32208784451313e-50
1,1.20118504539465e-38,1.00408952543298e-27
1,1,1.61689770174442e-96
0,1,1
0,1,1
1,6.51072355196397e-44,5.32188233315107e-21
0,1,1
1,3.36226016486234e-47,7.57528114439128e-17
1,4.69040742565503e-41,1.23962655302085e-24
0,1,1
1,1,3.17217852978597e-49
1,1,1
1,0.953901372697079,3.6233219511231e-13
1,1.0607021290728e-18,6.11585295200173e-53
0,1,5.52129393393774e-43
0,1,1
0,1,1
1,2.00271352734554e-33,3.92627333481835e-34
0,2.64785168002831e-17,1.92243851025236e-55
0,1,1
1,2.81107211131756e-47,1.25005200728647e-16
1,5.43605468482235e-48,8.19851419768834e-16
0,1,1
0,3.86633404532694e-11,4.18085858043708e-63
1,4.04585257639716e-33,9.40434242665235e-35
1,3.8688197547259e-43,3.47017831913664e-22
1,1,1
0,1,1
1,0.19624552151441,1.06119686518016e-61
1,1.27742064855479e-37,6.93579945705611e-29
1,0.999999970619914,2.8441132590747e-18
1,3.24037565522773e-48,1.11588324176986e-15
0,1,1
0,0.000132862147438502,3.95150085835945e-71
0,1,1
0,2.23813020424385e-06,9.87777233819458e-70
1,9.70182131667239e-31,1.73935996207888e-37
1,2.88072869835081e-34,2.97741021597772e-33
0,1.5196086885285e-09,2.98492572491186e-65
0,1,1
1,1,1
1,5.45659971088639e-46,2.93280958761724e-18
0,1,1
0,4.56545944603713e-23,6.2965450246462e-48
1,6.40907913503367e-41,6.79725660115418e-25
1,1.59378865079297e-31,1.30704900117086e-36
1,1,0.999997088268852
1,1.44934105919169e-34,1.11933273317423e-32
1,1,1
0,0.0118048424797182,2.32435716288467e-73
1,7.9314158063849e-30,6.66239845611998e-39
1,1.10249550364568e-34,1.306992154935e-32
1,9.99596009530322e-24,2.27666056251922e-46
1,1,1
1,1,1
0,1,1
1,1.2591624062768e-40,3.32965794806346e-25
1,1.20347552111698e-31,1.13397312044365e-36
0,4.64518617506994e-15,7.19506536299582e-58
1,6.22415107188931e-20,3.15992460480924e-51
1,2.87377812349474e-23,3.61389849975129e-47
0,1,1
0,1,1
1,1.36015710298658e-48,4.0419812508232e-15
1,4.04330429872937e-15,2.27390373592401e-57
1,1,3.44664473023754e-28
0,1,1
0,1,1
0,7.90392082369263e-18,1.19549600638605e-54
1,1.11669942556468e-16,2.18234126241292e-55
0,3.80750111429182e-24,1.07506965017949e-46
1,1.13461325661773e-26,8.19384443744973e-43
0,2.19976423117777e-09,4.53744733749722e-66
1,4.07207957004887e-43,4.90775835410296e-22
0,1,1
1,6.35250191336694e-47,2.93908222841811e-17
0,1.00307295834881e-09,7.42239811194759e-65
1,1.63656443926764e-31,1.06285673477248e-36
1,3.25023875681062e-42,2.1148329086139e-23
0,1,1
0,1,1
1,5.55607052362515e-47,5.95077306310558e-17
1,5.7380963662327e-40,6.36048235726335e-26
0,1,1
0,1,1
0,1,1
1,3.02282613323747e-19,3.38425466479003e-52
1,1.43438841368448e-34,9.24325534779481e-33
0,6.82724104761526e-07,1.91919964073681e-68
0,1,1.34937681585482e-84
1,6.24344880267477e-24,7.07320192203205e-46
1,3.63305377829772e-28,3.03888216972229e-41
0,1,1
0,1,1
1,4.8459469543412e-51,4.80592164745542e-12
1,4.54696032149414e-29,7.93841343847523e-40
1,3.10862135813694e-47,1.11519142176227e-16
1,1.19943212428713e-49,9.32653426918914e-14
0,1,1
1,2.42616999126836e-27,2.9778727159697e-41
1,9.23112445688005e-43,2.02202598282502e-22
0,1,1
1,0.999999999999963,2.81607455180982e-25
0,1,1
1,4.31359711285582e-36,9.2688343050324e-31
1,1,1
1,6.26013894485886e-37,6.98868934531893e-30
0,4.06584910669305e-23,3.51374818699701e-48
0,1,1
1,1.39859099864454e-08,5.45774584338374e-66
1,1.21273492389798e-40,2.60506464849717e-25
1,1,1.20272232667453e-63
0,1,1
1,1,1
1,1.28982898876217e-49,6.68529930625058e-14
0,1,3.32042830022506e-65
1,1,1
1,1.91705751476916e-20,4.21916927559086e-50
1,1,0.999955204082935
1,1.75212202115207e-49,5.27443020754552e-14
1,4.18478630712332e-46,3.39530894730667e-18
1,2.85742033528391e-45,3.04161653689438e-19
0,1.15384884560945e-16,1.04043441166056e-56
1,5.06343748743085e-49,1.52597252934835e-14
1,1,7.99452944534447e-32
1,2.34422422264508e-27,7.66603098274816e-42
0,1,3.68502068296197e-56
1,5.28814030013814e-45,1.60631779044905e-19
0,2.13384318110636e-17,3.48625758662032e-55
1,2.09505077434355e-36,2.13350380609349e-30
1,5.83495626573974e-41,1.06741610092912e-24
1,1.13225273774991e-05,7.34608897101555e-69
0,1,1
1,1,0.999848119135487
1,1.43058208870724e-38,5.87118864102962e-28
0,1,1
1,7.53020803121329e-47,2.97589805575331e-17
0,1,1
1,1,1
1,2.36827193909666e-40,8.77649809115242e-26
1,3.25119883425825e-28,4.08494501552528e-41
1,8.10876727909558e-24,3.49641289519444e-46
1,1.14431069417275e-48,4.86822687314079e-15
1,0.18140021611987,9.18795673431389e-63
1,4.21568269121636e-42,2.48000610823691e-23
1,9.10312040936048e-45,6.35461287227033e-20
0,1,1
0,1,9.69852434968168e-28
0,0.00158644324049339,8.39783877831867e-73
1,2.8090733713634e-44,1.61582175988833e-20
1,1.81303844270064e-28,2.53379626009508e-40
1,8.89654013698543e-31,2.33959476416831e-37
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
1,4.60607867646062e-46,2.69697385135996e-18
1,9.66086606277144e-35,1.57384564772745e-32
1,3.84923342942067e-39,5.60524398764986e-27
1,1,1
1,9.30660984871331e-28,4.01849908925533e-41
0,1,1
0,3.29158116353257e-12,5.28931188435822e-62
1,1.69406540401357e-41,4.51478171313456e-24
1,1.12209740799135e-33,1.63620971489002e-33
0,1,1
1,7.15503767207852e-37,7.58581248212014e-30
1,8.21625590993552e-08,2.93275174586423e-66
1,1,1
1,7.17557333698752e-46,1.59316504661321e-18
1,1.37693147646518e-20,3.53617128450669e-50
1,4.15665175820565e-46,2.90861537178222e-18
1,3.48945441049962e-13,6.32492570096509e-60
1,3.39146970166852e-46,3.21082781836826e-18
1,9.28722437144536e-36,3.70824271432658e-31
1,1,0.999935879349531
1,1.68654941685892e-32,1.70442976861826e-35
1,4.61636935075451e-44,5.43302203833762e-21
0,4.75045550360329e-23,3.452719905143e-48
1,1.48295687555253e-18,3.04937510530806e-53
1,9.43617221459989e-36,1.552105914637e-31
0,1,1
1,4.14958879145609e-06,1.52405491129417e-68
1,4.47268539600404e-46,1.30976011707773e-18
1,1,1.80857517366624e-49
0,1,1
1,1,1
1,1,1
1,1,1
0,1,1
1,0.999999999999948,3.40318928975609e-25
1,1.50925809815205e-37,6.52915647292089e-29
1,9.06415573995757e-45,6.39332132644365e-20
0,1,1
1,0.598189700031954,1.1492301884119e-34
1,2.70878230085869e-29,1.81951015149317e-39
1,1,1.43194345029576e-33
1,0.0995029371610837,6.5045551753963e-68
1,4.34485243001314e-48,1.14560134326246e-15
1,4.23088045660822e-35,2.92626383898791e-32
1,1.14336669578279e-45,1.2878632373629e-18
1,6.49162641881018e-40,3.88384259391948e-26
1,4.03773318636198e-19,3.21060649663903e-52
1,5.5881476911827e-43,4.45309813895619e-22
1,1,1
1,1,1
1,1,9.91899660918722e-54
1,1.25310095363895e-47,1.97329266351279e-16
0,1,1
1,1.52372964233898e-46,1.18623754754913e-17
0,1,1
1,2.60537899651725e-44,1.54676614133132e-20
1,1.89600344544027e-18,4.59979767978067e-53
1,1.04294396817635e-42,1.39965625613421e-22
1,3.61945313026154e-06,1.52766625795178e-68
1,1,1.45167079355548e-53
1,1,1
0,1,1
1,1,1
1,1,1
0,5.5572328431823e-06,8.75993333267524e-70
1,1.7436054818808e-41,4.62276316888e-24
1,1.08025054388503e-09,3.14126369701386e-64
1,3.5356624632145e-05,1.07813894740753e-69
1,1.05403180508727e-44,4.97892455232453e-20
1,7.48680918425019e-48,4.51155518439987e-16
1,2.90739865598545e-22,2.38450925993508e-48
0,1,1
0,1,1
0,1,1
1,1.32170940227031e-31,1.11825771164379e-36
1,1.02610761946212e-35,1.06696078599377e-31
1,9.32905799209614e-49,8.18483528717849e-15
1,4.15288126798296e-47,5.52425516903092e-17
0,1,1
0,1,1
1,5.20216301388996e-05,2.26359955213851e-70
1,7.7132371291124e-42,8.23091272750865e-24
1,3.34570489377619e-37,3.54453385941824e-29
0,5.56631706129133e-10,8.8360797483996e-65
0,2.87846860791171e-24,6.66966062763984e-47
0,1,1
1,8.12003228416573e-44,3.18404007915212e-21
1,6.72940931503562e-41,7.59114646623597e-25
0,1,1
1,3.58977430492808e-29,1.10772579857247e-39
0,1,3.60448037161667e-72
1,1.0739068086899e-21,3.91360120091536e-49
1,8.21072212588575e-44,4.14172672823794e-21
0,1,1
0,2.81371630012937e-19,4.47307413601443e-53
1,7.71913749018872e-40,6.76915249497985e-26
1,1,1
0,6.16123731248821e-23,2.15760271787948e-48
1,5.53017066140015e-43,3.3357842375665e-22
0,1,1
1,2.93261162125769e-49,3.32871780324137e-14
0,1,1
0,1,1
1,1.52251824472336e-35,1.88288671151374e-31
0,1,1
1,7.0296091804525e-40,3.52082707486818e-26
1,1,1
1,3.52177435332865e-32,5.44744269666057e-36
1,1.41807316815074e-24,5.14085026136024e-45
0,1,1
0,1,1
1,3.9675682850762e-07,2.32777217479838e-67
0,1,1
0,1,1
1,0.999999642035743,6.73814208054354e-17
0,1,1
1,1,0.999999999997309
0,1,1
1,6.94116355264974e-41,9.08679034520737e-25
0,1,1
1,2.25889397990625e-39,7.12549782913378e-27
1,3.68855298387446e-28,4.71315031928802e-41
1,4.17738757044908e-45,2.36835257855124e-19
1,2.57123014572032e-20,5.98391493340866e-51
1,3.20656290801531e-29,9.11019449652573e-40
1,1,3.18664545268414e-40
1,3.53081497047777e-50,3.43049203953035e-13
0,1,1
1,4.10249289605565e-48,1.05093947771374e-15
1,1.47114129549261e-45,6.37574643817924e-19
0,0.999999948504532,8.55626376558583e-18
1,1,1
0,1,1
1,4.32589949016784e-14,6.91330210123793e-59
0,1,1
0,1,1
0,1.18253111446572e-26,1.59050630780267e-43
1,1,5.01181714667765e-114
1,1,1
1,1,1
0,4.68369605472068e-14,1.36452748240721e-59
1,4.74260745874011e-25,2.95009030550288e-45
1,4.21584408217261e-37,1.17277620802488e-29
0,1,4.70634972925239e-43
0,1,1
1,3.68056471240759e-42,3.11327321371662e-23
1,0.000789951960501192,4.84391401318257e-71
1,1.8854716481286e-49,5.64382131501264e-14
1,1,3.1536347097143e-157
1,4.60594718563171e-41,7.41413076121721e-25
0,1,1
1,1.29990709943445e-34,8.94677194426258e-33
1,5.76973143055612e-21,6.94161588217899e-51
0,1,1
1,3.29203383903104e-23,4.11084063003317e-47
1,2.10406548233246e-29,9.97219704076194e-40
0,1,1
0,0.00177196018872349,6.68315405914645e-73
1,1,1
1,2.11691386384499e-23,1.49545943427868e-47
1,2.74320073617499e-41,3.62446547280764e-24
1,6.90943514750139e-39,3.11742427817856e-27
1,1,1.9829222416104e-53
1,7.13391413664709e-48,5.80229855449301e-16
1,4.76606717804037e-41,1.35040311962021e-24
1,4.07785545078898e-49,1.96237431785347e-14
1,9.76585324740143e-36,3.68824790438738e-31
1,0.0330191946841387,3.11071115411775e-71
1,1,1
0,2.39049608750471e-24,6.296720563188e-46
1,1,1
1,2.1125801624457e-14,1.53388621493146e-58
1,0.999999991629963,1.17092811945416e-18
0,1,1
0,1,1
0,5.39315051838838e-24,4.61412128216738e-47
0,1,1
0,5.69781014648473e-21,1.0343923064942e-50
1,1.76726292804657e-48,2.7991393105503e-15
1,1,1
0,1,1
0,8.98453221002996e-21,3.47955113852461e-51
0,1,1
1,3.41869368994288e-34,2.97255450925034e-33
0,1,1
1,4.02053945168183e-33,1.69648389363786e-34
0,1,2.79973986587373e-80
0,0.999224188968838,1.57614504546192e-12
0,1,1
1,6.77330106906855e-48,5.82871835494333e-16
1,1.67228573958432e-38,4.10251072440124e-28
1,1.5714755221556e-43,1.90971155207822e-21
1,1.7819980293276e-35,2.25007729331208e-31
1,7.33664757281909e-47,2.18472446131638e-17
0,1,1
0,1,1
1,2.02935035346531e-23,5.11474165738591e-47
1,2.10804069281441e-38,3.58761428737955e-28
0,3.0380452551227e-08,3.02836416981236e-67
1,3.59205414527598e-40,6.17602474984021e-26
1,6.3085006303181e-10,1.05833648082546e-63
1,6.10322307822853e-37,5.7735082075145e-30
0,1,1
1,7.22499909685249e-13,1.09179372593765e-60
1,2.16176417303322e-12,4.49953405836647e-61
1,1.31697913917703e-49,7.36141366541811e-14
0,1,1
0,1,1
0,1.43611280636754e-29,6.22679038723556e-40
0,1,1
1,1.16022309669395e-39,1.83528421415469e-26
1,3.06712133418115e-05,2.42506330010767e-69
1,6.23663087208916e-50,1.84007485623857e-13
1,7.70012602422893e-50,1.69441978452974e-13
1,4.46870651802822e-40,6.25306655382893e-26
0,1,1
1,1.31735805609005e-34,7.76111657182465e-33
1,1.51877467674951e-49,7.19186010298768e-14
0,2.32023331688534e-12,6.73277796242099e-62
0,2.42188116574903e-20,3.92084570122336e-52
1,1,7.09071286069233e-30
1,1,1
1,5.27850514320201e-49,1.53336995666828e-14
1,1.63744039734953e-38,6.63240889813597e-28
1,0.999999999867069,1.53249764317908e-20
1,3.46114780209971e-19,1.026372333354e-52
0,1,1
0,7.32473098221693e-21,5.51051432368695e-51
1,2.64400128078061e-21,1.91842023793437e-49
0,1,1
1,9.65580782611564e-37,8.28987329189266e-30
0,1,1
1,8.82247733110742e-46,1.00391240537336e-18
1,5.85951696033358e-34,2.05887799295467e-33
1,1.46492737828407e-52,4.75395289427693e-10
1,1.74486043169688e-40,1.66766039569137e-25
1,4.36961528355099e-46,2.6963684859328e-18
1,7.63443863868799e-16,1.88849692362546e-56
0,1,1.34409442724647e-55
1,8.08855110066514e-47,2.36695484864322e-17
0,1,1
1,1.21797538481016e-48,4.57525923149567e-15
1,3.80471994676958e-14,8.4305674468551e-59
0,2.99037508830405e-24,7.68700290311727e-47
0,1,1
1,1.72898278577544e-36,2.05248534389781e-30
1,0.999999999999483,6.57732135694399e-24
1,1,0.999999851381896
