"is_test_data","Z1","Z2","Z3"
0,0.999999999999921,0.999999999947537,1.86610393688581e-23
1,2.0836418035585e-16,0.00291249676176871,1.09192115665167e-49
1,0.999999999679533,7.85820270167037e-25,1.32556684245049e-08
1,0.999999503433541,1,3.19771691332566e-34
1,3.95882154042474e-05,1.5443505410454e-26,6.12117620229755e-09
1,1.14435455559312e-10,2.56384736053614e-12,4.29051563704982e-38
1,2.67849738223472e-06,1,0.999999432787601
1,0.999999978083744,1,2.87394950080851e-28
1,6.55410482188318e-16,1,0.999999955637059
0,0.999999999921622,0.999999999999933,2.51098856615884e-24
1,0.999999859797487,1,4.08442334847982e-32
0,0.999999670306108,1,2.23385748103473e-34
1,7.23710204983171e-18,2.61674427582811e-05,7.86449869454571e-40
1,0.00015962864737248,0.999964349918021,1
1,0.999999449633288,1,3.69836483318845e-34
1,0.999999951380851,1,1.61696842165909e-30
1,0.905286828706551,3.37766603919964e-16,2.35394921243673e-16
0,0.99999999742583,0.999999999999987,2.61250636983607e-22
1,1.15352191605477e-10,1.26788702162859e-13,2.5817054073373e-34
1,2.93018729321417e-16,4.95610186091131e-06,1.30659300976811e-42
1,2.4518405004167e-16,1,0.99999999643883
1,0.800346741825384,9.44225129046914e-15,4.41363668343073e-25
1,5.38589240386281e-12,1,0.999821291368116
0,0.999999999999968,0.999999999963433,1.22548867390916e-24
1,1.66260200157293e-11,1,0.99999926086788
0,0.99999999999835,0.999999999999964,4.97888948213655e-29
1,3.78786478346592e-10,2.62765376468058e-21,1
1,6.67788235913036e-09,7.34619599203607e-13,2.24245531682489e-40
1,1.65922862686019e-13,1,0.99066052095145
1,7.68005762980802e-08,5.2316894292306e-18,4.31024814398701e-29
1,1.81001497485669e-14,1,0.991901820854915
1,0.0332502236720291,6.49247323592225e-30,2.92626580320346e-06
1,8.01606175445494e-08,4.93148656011183e-17,3.01409827634309e-32
1,0.988394305952849,1,1
0,8.05000244316636e-05,1.53972075607657e-20,2.29231653346394e-30
1,0.714278215544674,1.71933005232561e-17,7.98966074993127e-20
0,0.999999768439111,1,2.08294917269137e-33
0,0.999995593888442,1,8.65097244301287e-36
1,0.99999999259448,1,2.61129218320922e-32
0,2.29874396368145e-14,1.33577188158896e-11,3.17295356767043e-31
0,0.999999927272625,1,1.38030025697571e-34
1,1.10710479090728e-13,4.45342229745858e-09,4.13931147494588e-40
1,0.999999999501142,0.999999999999994,1.10546326430264e-25
1,4.03824441602366e-06,1,0.999999999976245
1,0.999999999997061,4.97087374686072e-16,3.31520437693282e-39
1,0.186064119986511,0.999999999698975,1
1,5.74876728377147e-10,1,0.999999999999999
1,1.30011251360804e-15,2.94352786150713e-05,3.18191582770766e-46
1,9.00606065248615e-16,1,0.999989148351972
1,3.0836351523336e-11,5.73469516981099e-16,4.37335883197446e-26
1,4.66340317649219e-10,1,0.999999999998626
0,0.0805502145282773,6.38608483684437e-23,3.42582233172731e-26
1,1.68980133558505e-12,8.72629275597489e-15,3.53820511630629e-26
1,9.68007776517769e-12,7.14478646035653e-14,1.3740145620695e-30
0,1.01433273837435e-10,4.62769701849877e-13,2.91135164765017e-36
1,0.999944746969119,0.293336855644554,1.29003237096982e-36
1,0.9999999991933,0.999999999999998,4.86531121534511e-26
1,0.9999999993006,0.999999999999999,1.34994419862247e-27
0,7.73621500583066e-12,1,1
1,0.00132434294658111,0.999999863300388,1
1,0.999999998673338,1,1
1,6.85914138245307e-08,9.64964775755258e-18,9.20908399114386e-29
1,9.79468740184026e-06,0.999999999998056,1
1,0.999998628774879,1,3.65024343448144e-34
1,0.999999999651646,0.999999999999996,1.1998893528715e-26
0,1,0.998824638893443,5.93480989283763e-09
1,7.61987497013543e-06,1.5080264847114e-22,7.67472281792687e-21
1,0.99999999080219,0.999999999999999,4.95038261974561e-25
1,0.999999950521897,1,5.3013410427502e-28
1,0.999999992924633,1,6.03542980539654e-27
0,1.49194622461675e-05,2.39565757116722e-27,1
1,5.65864938020822e-13,9.74506532322122e-12,3.48893045150674e-34
1,4.76239928400746e-11,1,0.999999999957154
0,0.999910322916719,5.91909821380896e-08,0.999999999999399
1,0.99999993269214,1,8.62921333883772e-28
0,0.999999998904519,1,2.31163023346054e-30
1,7.17013828460272e-17,0.00109974663317133,1.01617372469164e-47
1,2.01803673525994e-13,6.19948794234169e-08,1.02172891089129e-43
1,0.999999999999997,0.999999998019107,5.55955226451493e-22
1,4.15606168561457e-12,0.2568618087247,2.26397855693864e-42
1,0.999999999844672,0.999999999999996,2.95872753521681e-27
1,4.12537995120333e-05,9.33474919754338e-21,2.03165256163659e-27
0,0.99999926118123,1,6.19471718697317e-35
1,0.999999999999918,0.999954828788932,2.66967396217823e-06
1,2.81477541165333e-12,3.37248984996935e-09,8.8985372591182e-43
1,6.11211777033453e-08,1.44422376439167e-21,1.38038189193215e-17
0,0.999998216139005,1,1.53894469158388e-25
0,0.999999999913926,0.999999999999809,7.66584634246887e-23
1,3.55803088064239e-06,7.91303903942481e-19,2.16710376846943e-30
1,2.17810560720393e-12,6.85019302982928e-10,1.03888531362077e-40
1,0.99999999692016,1,1.54478087631858e-29
1,0.999999999885455,0.999999999999997,6.51915662036503e-28
1,5.57450085854769e-13,1,1
0,4.95624590707644e-18,7.69512986555748e-14,1
1,1.78574725243337e-10,4.14284417455685e-12,4.90207241826629e-39
0,0.999999942222068,1,1.02609080351523e-30
1,3.82808124274982e-09,6.51119399621396e-25,0.000386917039870402
1,4.61382913513294e-08,1,1
1,5.39088825413813e-07,4.95746530555548e-20,2.97418476221159e-24
1,0.975712031161549,1,1
1,0.999999659267253,1,3.19766698121623e-34
1,0.999999999996085,0.999999999999759,3.79948639956417e-26
0,0.999999999999995,0.999999994054051,2.36106322111924e-20
1,0.999999999994788,0.99999999999999,1.95404261684986e-29
1,0.999999243806163,6.06697572532685e-12,6.59142695398532e-38
1,0.999999712384232,1,6.69650588108161e-28
1,6.76181276423472e-16,1.52156285180437e-05,2.40240370988694e-44
0,1,2.01873064434095e-24,4.87783283561285e-32
0,8.81008091049826e-11,1.23645657995472e-14,7.83298500227166e-32
1,2.71463346405415e-14,1.79069542724003e-06,3.52057028568286e-46
1,4.15820530922121e-15,3.37301864014784e-06,1.53808635734167e-44
1,0.999999991624026,0.999999999999999,3.98236150335866e-25
1,1.1774462344666e-17,4.35017511044913e-09,7.43934272995824e-29
1,0.00431769336659532,1.16181720581045e-21,9.05614507843551e-30
1,0.999999999874611,0.999999999999985,1.09225453888454e-25
1,0.999996371909513,1,7.13280587947313e-35
1,5.32746758358756e-12,1,0.999999987793939
1,5.38851057318543e-14,2.18093563708629e-09,6.43691155116126e-38
1,0.999999999430263,0.999999999999999,6.3463592371823e-28
1,0.999999999801703,0.999999999999982,4.14392164283674e-25
0,0.999999985273579,1,1.24208885927109e-30
1,0.999660403425286,2.31734991478345e-13,2.10385665399446e-27
1,0.999999999507336,1,2.14915162009135e-29
1,0.999999998829684,8.34901081818045e-24,6.47484415088575e-10
1,3.7692520791275e-12,3.1759206808611e-11,1.09253073129298e-37
1,3.08937559136861e-06,2.33684528350481e-31,1
1,4.5124483338225e-17,0.0326067885041104,1.90825973783659e-48
1,0.999993686403744,1,3.14345131438103e-36
1,0.999999999999983,0.999999999650395,8.24904274123436e-23
1,9.48052337329032e-15,2.21050058458517e-08,1.75492270059483e-39
0,0.999999999549621,0.999999999999978,7.62536603729139e-24
1,0.0553181305202995,5.96328136619104e-25,1.83164522903687e-20
1,8.38217975315953e-15,7.47457898654903e-10,2.9694687307886e-34
1,6.77046727330853e-12,1.85695116416442e-10,2.28494808633742e-40
1,1.29947701075905e-11,1.4428958370902e-11,6.39107412461906e-38
0,0.999999999991402,0.999999999999719,8.17387176510591e-25
0,0.999998737298421,1,9.89821657171398e-31
1,0.999999972694195,1,5.44488047679392e-32
1,1.74458957754211e-17,0.000597824677822273,4.46986574389584e-45
0,9.72103980030886e-05,3.42351121780508e-23,1.9756410559208e-22
1,8.67776995795352e-17,0.00142069559464592,6.24810234899309e-48
1,0.999999999999992,0.999988655122242,1.52871508601276e-10
1,0.999999961271511,1,6.14436128870896e-30
1,1.69442561919094e-14,4.38256001268564e-06,1.79567098455509e-46
1,0.999999177004188,1,2.2213734049523e-33
1,1.58805733544919e-07,0.999999999999995,1
1,0.999977442464878,1,1
0,2.4560580441846e-06,0.999999999929851,1
1,0.999990870402323,1,1.7693856332478e-34
1,3.73101519170092e-14,1.41708376627574e-08,3.83447697428723e-40
0,0.999998393890038,1,2.15815007314144e-35
1,1.413545096516e-18,1.83984444919964e-05,2.71848359546741e-38
1,0.205639305109314,4.41997933841678e-21,1.30689253468932e-26
0,0.999999999619896,0.999999999999912,6.90637570716036e-22
1,4.91910356605844e-14,1.66221382308342e-09,2.96515732462023e-37
1,0.999999988110602,1,1.78671895003711e-25
1,0.99999999999997,9.95917516956599e-30,0.000132279954932771
1,4.62740571019487e-11,9.41268246472429e-15,3.90079839314681e-30
0,0.999999997976684,1,5.19395821061148e-29
1,0.999999998730311,0.529530475243364,6.4999206242591e-28
1,2.65508241785906e-15,3.29606670614327e-05,8.17396653484209e-47
1,0.999999997920352,1,9.57022084924096e-31
1,1.48237463673833e-16,0.000114527009926482,2.53535066123582e-45
1,0.999999890581392,1,2.13769741754492e-33
1,0.01764583906915,7.82514647904369e-24,8.3685268581369e-24
1,1.37760252841285e-09,1.23098247042422e-15,2.31442725047217e-31
1,0.987261993881318,1.06121065210095e-13,2.71916254092396e-22
1,2.79844945513612e-12,1,0.999999999997644
1,0.994011877653435,1,1
0,1.48797110965716e-11,5.00292740069093e-14,5.6438036811403e-31
1,1.21048516765195e-09,1,0.999999990841151
1,0.999999756887846,4.81590708216204e-15,2.00232379626707e-29
1,0.999999999807504,0.999999999999999,9.88802393024186e-29
1,4.44658425218355e-11,3.4154121518267e-15,8.27036148214913e-28
1,1.51046172625967e-13,1.28961900933261e-11,8.122702626231e-33
1,0.0098534603939234,1,0.999999999998879
1,0.999999940427829,1,1.08650210554133e-26
1,5.9484701801131e-10,5.94977804562079e-13,1.94360717644386e-37
1,0.999999999995235,0.731510726430283,5.6709786057314e-15
0,1.84115576697975e-06,0.999999999999998,1
1,0.999999951184493,1,7.90704056805029e-34
1,0.999999995764683,1,1.57391671296746e-30
1,6.12650904533687e-14,8.29410618875516e-07,8.54628549502227e-46
1,0.999999388842362,1,5.68400184183334e-29
0,5.04120474199184e-06,1,1
0,0.999999989122142,1,1.1501140528725e-28
1,0.999999568957559,1,1.63980737873133e-32
0,9.68363045055058e-10,7.16110758863973e-16,4.55808821867127e-30
1,0.000632623738502679,8.02440165253148e-29,3.71651092531965e-07
1,1.96445353451074e-16,0.0441926319215688,2.59526543408115e-49
1,0.999999999995489,0.999999999998491,1.59456069099001e-23
1,4.02419563757532e-12,1,0.999999999987669
0,1.76672965598022e-10,2.8179651182268e-15,1.51756163559502e-30
1,4.18819170057081e-12,1.59588277096753e-08,4.04054433968361e-45
0,0.999999999996971,0.999999999999939,6.60783823169564e-28
0,8.78446209917743e-09,4.70016136593378e-18,4.2869166751498e-27
1,2.19539701668422e-14,1,0.999993434088816
0,1.18550482263628e-08,2.94328558325233e-16,3.36766318146448e-32
1,1.15925099378977e-16,0.0224950745389051,7.48677831063386e-50
0,1.54418663993724e-09,7.71776823082818e-16,3.62766181195836e-31
1,6.92026209899282e-14,5.45626332448868e-11,2.0387890132139e-33
1,3.96443411555643e-11,1,0.999999999771425
1,2.29412723212363e-19,1.9501696492711e-05,1
1,6.64537495247813e-17,1,0.999717833403191
1,0.999999999999481,0.999999999957899,1.63761792789474e-21
0,8.17002843710512e-11,1.84432387612491e-13,5.85567046178257e-35
1,0.999999856930643,1,6.32098053756935e-34
1,1.7029673095145e-15,1,0.999975478297659
0,4.95786369838942e-06,3.32256172558525e-20,4.28401539970603e-27
0,0.999999999195233,1,3.30556955355869e-30
1,2.13228430746741e-16,0.0028838033649349,1.92411255738372e-49
0,0.999999015481554,1,2.94215782430788e-33
1,0.999999971824887,1,1.94807123971234e-34
1,1.03527202931923e-11,1.93284680903484e-16,3.42051009270449e-23
1,1.57733440146556e-16,0.000912274161179131,6.8698403652365e-48
1,6.60860993034026e-17,0.00607641587442033,2.5389386075282e-49
0,0.00947570924079905,3.29014734635578e-25,1.92020085764694e-20
1,1,0.996188496917779,2.48204879906946e-10
1,0.207458116482005,1.36489411393914e-20,9.43486256638161e-28
0,0.000254132461564732,1.74615289591837e-21,3.26895159710207e-27
1,0.999999698111189,1,1.97467514443591e-27
1,6.12604134358509e-09,1,0.890817449143977
0,0.999999982602548,1,1.00078934637033e-27
1,0.000484390231587857,2.13093268583004e-21,5.30454198741647e-27
0,6.68183897500747e-11,5.64629397594699e-13,6.88001113809133e-36
1,0.999999999809037,0.999999968122802,4.32284334933892e-06
1,6.82890284310251e-12,1,0.999999915820661
0,0.999999961207259,1,1.31075123346183e-31
0,2.86066487673889e-10,0.999999999999987,1
0,0.999996770076865,1,1.27916297313399e-28
0,0.999991756485102,1,1.23390714761067e-36
1,0.999999995221897,1,2.59443083346972e-29
1,0.999998810461609,1,4.08983808794031e-34
0,0.999999999994162,0.999999999998637,1.72645130812275e-23
0,0.999999958850121,1,2.76918150407821e-31
1,3.75228477545696e-15,9.07539159059502e-06,6.31697212140514e-46
1,0.000587124720241442,7.59171210789798e-20,1.22554718250131e-32
1,0.999978017062044,1.00744032930238e-11,1.38000317105065e-33
1,0.999999919649999,1,8.39129866033656e-28
1,2.06154331191154e-10,1.11224336033033e-11,4.53896906067357e-40
1,0.630897349358054,5.87071216371696e-16,3.14854517804706e-28
1,3.85072280285744e-07,1,1
1,3.36133803618986e-14,4.89082932881785e-06,1.95300317691038e-47
1,1.04224797216935e-11,8.61006030069258e-12,1.69840634812786e-36
1,1,1.80298569483155e-41,1.2017144432031e-07
1,0.999999999999992,0.999999974522779,2.13167046267276e-18
1,0.999999999999439,0.999996412013487,8.0689412081968e-07
0,0.00720472141604876,1.44581286993478e-23,2.22440847250134e-25
1,8.50331215095608e-09,8.87640792760745e-20,9.5050567920822e-22
1,0.999999999909508,2.21376952039486e-10,0.999851695658987
1,0.999337749527844,2.04917122762454e-10,4.55251056197934e-35
1,5.68242836814359e-16,9.81378900931967e-05,5.85883876597871e-47
1,0.999999999999845,0.999999999991168,8.10560730584878e-25
1,0.999927075005277,1,1
1,0.0179283627242689,2.64720621455452e-23,1.01318937695425e-25
1,5.04793784483423e-11,1,0.99999998291742
1,1.84483355028644e-16,0.000220022437529529,1.59352518706975e-46
1,0.999999828310554,1,7.57312212273203e-30
0,0.999999995788935,1,3.78884977299268e-28
1,0.999997427375859,1,2.54389776115535e-35
0,0.999999889454954,1,7.74820923034891e-32
0,6.33049950921785e-07,2.99320707950308e-17,1.38751545814211e-33
